Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,CompressiveStrength,WaterCementRatio,TotalBinder,WaterBinderRatio,TotalAggregate,FineAggregateRatio,CoarseAggregateRatio,CementRatio,SCM,SCMPercentage,LogAge
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.73,0.7506471095772217,353.4,0.49235993208828527,1834.9,0.42427380238705104,0.575726197612949,0.6559139784946237,121.6,0.34408602150537637,3.367295829986474
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7,0.7506471095772217,353.4,0.49235993208828527,1834.9,0.42427380238705104,0.575726197612949,0.6559139784946237,121.6,0.34408602150537637,4.04305126783455
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84,0.7506471095772217,353.4,0.49235993208828527,1834.9,0.42427380238705104,0.575726197612949,0.6559139784946237,121.6,0.34408602150537637,4.61512051684126
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22,0.7498011137629276,369.7,0.5098728698945091,1786.1000000000001,0.4242203684004255,0.5757796315995745,0.6800108195834461,118.3,0.31998918041655394,1.3862943611198906
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93,0.7498011137629276,369.7,0.5098728698945091,1786.1000000000001,0.4242203684004255,0.5757796315995745,0.6800108195834461,118.3,0.31998918041655394,2.70805020110221
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65,0.7498011137629276,369.7,0.5098728698945091,1786.1000000000001,0.4242203684004255,0.5757796315995745,0.6800108195834461,118.3,0.31998918041655394,3.367295829986474
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97,0.7498011137629276,369.7,0.5098728698945091,1786.1000000000001,0.4242203684004255,0.5757796315995745,0.6800108195834461,118.3,0.31998918041655394,4.04305126783455
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58,0.7498011137629276,369.7,0.5098728698945091,1786.1000000000001,0.4242203684004255,0.5757796315995745,0.6800108195834461,118.3,0.31998918041655394,4.61512051684126
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12,0.7498011137629276,369.7,0.5098728698945091,1786.1000000000001,0.4242203684004255,0.5757796315995745,0.6800108195834461,118.3,0.31998918041655394,1.3862943611198906
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43,0.7498011137629276,369.7,0.5098728698945091,1786.1000000000001,0.4242203684004255,0.5757796315995745,0.6800108195834461,118.3,0.31998918041655394,2.70805020110221
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66,0.7498011137629276,369.7,0.5098728698945091,1786.1000000000001,0.4242203684004255,0.5757796315995745,0.6800108195834461,118.3,0.31998918041655394,3.367295829986474
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64,0.7498011137629276,369.7,0.5098728698945091,1786.1000000000001,0.4242203684004255,0.5757796315995745,0.6800108195834461,118.3,0.31998918041655394,4.04305126783455
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21,0.7498011137629276,369.7,0.5098728698945091,1786.1000000000001,0.4242203684004255,0.5757796315995745,0.6800108195834461,118.3,0.31998918041655394,4.61512051684126
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62,0.9349503858875413,348.4,0.486796785304248,1833.3999999999999,0.4242391185775063,0.5757608814224937,0.5206659012629162,167.0,0.4793340987370838,1.3862943611198906
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6,0.9349503858875413,348.4,0.486796785304248,1833.3999999999999,0.4242391185775063,0.5757608814224937,0.5206659012629162,167.0,0.4793340987370838,2.70805020110221
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77,0.9349503858875413,348.4,0.486796785304248,1833.3999999999999,0.4242391185775063,0.5757608814224937,0.5206659012629162,167.0,0.4793340987370838,3.367295829986474
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57,0.9349503858875413,348.4,0.486796785304248,1833.3999999999999,0.4242391185775063,0.5757608814224937,0.5206659012629162,167.0,0.4793340987370838,4.04305126783455
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,0.9349503858875413,348.4,0.486796785304248,1833.3999999999999,0.4242391185775063,0.5757608814224937,0.5206659012629162,167.0,0.4793340987370838,4.61512051684126
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32,0.9351648351648351,349.2,0.48739977090492553,1840.1000000000001,0.4242704200858649,0.5757295799141351,0.5211912943871707,167.2,0.4788087056128293,1.3862943611198906
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5,0.9351648351648351,349.2,0.48739977090492553,1840.1000000000001,0.4242704200858649,0.5757295799141351,0.5211912943871707,167.2,0.4788087056128293,2.70805020110221
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27,0.9351648351648351,349.2,0.48739977090492553,1840.1000000000001,0.4242704200858649,0.5757295799141351,0.5211912943871707,167.2,0.4788087056128293,3.367295829986474
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5,0.9351648351648351,349.2,0.48739977090492553,1840.1000000000001,0.4242704200858649,0.5757295799141351,0.5211912943871707,167.2,0.4788087056128293,4.04305126783455
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67,0.9351648351648351,349.2,0.48739977090492553,1840.1000000000001,0.4242704200858649,0.5757295799141351,0.5211912943871707,167.2,0.4788087056128293,4.61512051684126
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4,0.9372409709887508,335.40000000000003,0.4719737626714371,1877.0,0.42418753329781567,0.5758124667021843,0.5035778175313058,166.5,0.4964221824686941,1.3862943611198906
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51,0.9372409709887508,335.40000000000003,0.4719737626714371,1877.0,0.42418753329781567,0.5758124667021843,0.5035778175313058,166.5,0.4964221824686941,2.70805020110221
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,0.9372409709887508,335.40000000000003,0.4719737626714371,1877.0,0.42418753329781567,0.5758124667021843,0.5035778175313058,166.5,0.4964221824686941,3.367295829986474
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15,0.9372409709887508,335.40000000000003,0.4719737626714371,1877.0,0.42418753329781567,0.5758124667021843,0.5035778175313058,166.5,0.4964221824686941,4.04305126783455
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,0.9372409709887508,335.40000000000003,0.4719737626714371,1877.0,0.42418753329781567,0.5758124667021843,0.5035778175313058,166.5,0.4964221824686941,4.61512051684126
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,22.5,0.5788567493112948,386.59999999999997,0.4348163476461459,1826.2,0.4736611543094951,0.5263388456905049,0.7511639937920331,96.2,0.24883600620796692,1.3862943611198906
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67,0.5788567493112948,386.59999999999997,0.4348163476461459,1826.2,0.4736611543094951,0.5263388456905049,0.7511639937920331,96.2,0.24883600620796692,2.70805020110221
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74,0.5788567493112948,386.59999999999997,0.4348163476461459,1826.2,0.4736611543094951,0.5263388456905049,0.7511639937920331,96.2,0.24883600620796692,3.367295829986474
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08,0.5788567493112948,386.59999999999997,0.4348163476461459,1826.2,0.4736611543094951,0.5263388456905049,0.7511639937920331,96.2,0.24883600620796692,4.04305126783455
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97,0.5788567493112948,386.59999999999997,0.4348163476461459,1826.2,0.4736611543094951,0.5263388456905049,0.7511639937920331,96.2,0.24883600620796692,4.61512051684126
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14,0.5795741609527246,374.5,0.4288384512683578,1849.5,0.47342525006758585,0.5265747499324142,0.7399198931909213,97.4,0.2600801068090788,1.3862943611198906
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89,0.5795741609527246,374.5,0.4288384512683578,1849.5,0.47342525006758585,0.5265747499324142,0.7399198931909213,97.4,0.2600801068090788,2.70805020110221
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28,0.5795741609527246,374.5,0.4288384512683578,1849.5,0.47342525006758585,0.5265747499324142,0.7399198931909213,97.4,0.2600801068090788,3.367295829986474
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04,0.5795741609527246,374.5,0.4288384512683578,1849.5,0.47342525006758585,0.5265747499324142,0.7399198931909213,97.4,0.2600801068090788,4.04305126783455
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64,0.5795741609527246,374.5,0.4288384512683578,1849.5,0.47342525006758585,0.5265747499324142,0.7399198931909213,97.4,0.2600801068090788,4.61512051684126
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95,0.579979709164694,391.29999999999995,0.4382826475849732,1814.3000000000002,0.47357107424350986,0.52642892575649,0.7556861742908255,95.6,0.24431382570917456,1.3862943611198906
295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,35.23,0.579979709164694,391.29999999999995,0.4382826475849732,1814.3000000000002,0.47357107424350986,0.52642892575649,0.7556861742908255,95.6,0.24431382570917456,2.70805020110221
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94,0.579979709164694,391.29999999999995,0.4382826475849732,1814.3000000000002,0.47357107424350986,0.52642892575649,0.7556861742908255,95.6,0.24431382570917456,3.367295829986474
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72,0.579979709164694,391.29999999999995,0.4382826475849732,1814.3000000000002,0.47357107424350986,0.52642892575649,0.7556861742908255,95.6,0.24431382570917456,4.04305126783455
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04,0.579979709164694,391.29999999999995,0.4382826475849732,1814.3000000000002,0.47357107424350986,0.52642892575649,0.7556861742908255,95.6,0.24431382570917456,4.61512051684126
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,21.02,0.58022239872915,351.70000000000005,0.41541086152971274,1905.8,0.47213768496169584,0.5278623150383042,0.7159510946829684,99.9,0.28404890531703153,1.3862943611198906
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36,0.58022239872915,351.70000000000005,0.41541086152971274,1905.8,0.47213768496169584,0.5278623150383042,0.7159510946829684,99.9,0.28404890531703153,2.70805020110221
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94,0.58022239872915,351.70000000000005,0.41541086152971274,1905.8,0.47213768496169584,0.5278623150383042,0.7159510946829684,99.9,0.28404890531703153,3.367295829986474
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14,0.58022239872915,351.70000000000005,0.41541086152971274,1905.8,0.47213768496169584,0.5278623150383042,0.7159510946829684,99.9,0.28404890531703153,4.04305126783455
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37,0.58022239872915,351.70000000000005,0.41541086152971274,1905.8,0.47213768496169584,0.5278623150383042,0.7159510946829684,99.9,0.28404890531703153,4.61512051684126
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36,0.6346848655158571,347.9,0.45444093130209834,1876.8,0.47367860187553285,0.5263213981244672,0.7160103478010923,98.8,0.28398965219890776,1.3862943611198906
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68,0.6346848655158571,347.9,0.45444093130209834,1876.8,0.47367860187553285,0.5263213981244672,0.7160103478010923,98.8,0.28398965219890776,2.70805020110221
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85,0.6346848655158571,347.9,0.45444093130209834,1876.8,0.47367860187553285,0.5263213981244672,0.7160103478010923,98.8,0.28398965219890776,3.367295829986474
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03,0.6346848655158571,347.9,0.45444093130209834,1876.8,0.47367860187553285,0.5263213981244672,0.7160103478010923,98.8,0.28398965219890776,4.04305126783455
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,0.6346848655158571,347.9,0.45444093130209834,1876.8,0.47367860187553285,0.5263213981244672,0.7160103478010923,98.8,0.28398965219890776,4.61512051684126
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78,0.5798652397938961,351.1,0.4166904015949872,1876.8,0.47367860187553285,0.5263213981244672,0.7185986898319567,98.8,0.28140131016804326,1.3862943611198906
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29,0.5798652397938961,351.1,0.4166904015949872,1876.8,0.47367860187553285,0.5263213981244672,0.7185986898319567,98.8,0.28140131016804326,2.70805020110221
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6,0.5798652397938961,351.1,0.4166904015949872,1876.8,0.47367860187553285,0.5263213981244672,0.7185986898319567,98.8,0.28140131016804326,3.367295829986474
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83,0.5798652397938961,351.1,0.4166904015949872,1876.8,0.47367860187553285,0.5263213981244672,0.7185986898319567,98.8,0.28140131016804326,4.04305126783455
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95,0.5798652397938961,351.1,0.4166904015949872,1876.8,0.47367860187553285,0.5263213981244672,0.7185986898319567,98.8,0.28140131016804326,4.61512051684126
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52,0.5806320907617504,371.9,0.38531863404140904,1887.6999999999998,0.42427292472320816,0.5757270752767919,0.6636192524872279,125.1,0.33638074751277225,1.3862943611198906
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22,0.5806320907617504,371.9,0.38531863404140904,1887.6999999999998,0.42427292472320816,0.5757270752767919,0.6636192524872279,125.1,0.33638074751277225,2.70805020110221
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5,0.5806320907617504,371.9,0.38531863404140904,1887.6999999999998,0.42427292472320816,0.5757270752767919,0.6636192524872279,125.1,0.33638074751277225,3.367295829986474
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32,0.5806320907617504,371.9,0.38531863404140904,1887.6999999999998,0.42427292472320816,0.5757270752767919,0.6636192524872279,125.1,0.33638074751277225,4.04305126783455
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42,0.5806320907617504,371.9,0.38531863404140904,1887.6999999999998,0.42427292472320816,0.5757270752767919,0.6636192524872279,125.1,0.33638074751277225,4.61512051684126
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8,0.5797891675754271,396.5,0.40226986128625475,1831.1,0.42460815903009125,0.5753918409699088,0.6938209331651956,121.4,0.30617906683480456,1.3862943611198906
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77,0.5797891675754271,396.5,0.40226986128625475,1831.1,0.42460815903009125,0.5753918409699088,0.6938209331651956,121.4,0.30617906683480456,2.70805020110221
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33,0.5797891675754271,396.5,0.40226986128625475,1831.1,0.42460815903009125,0.5753918409699088,0.6938209331651956,121.4,0.30617906683480456,3.367295829986474
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85,0.5797891675754271,396.5,0.40226986128625475,1831.1,0.42460815903009125,0.5753918409699088,0.6938209331651956,121.4,0.30617906683480456,4.04305126783455
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,0.5797891675754271,396.5,0.40226986128625475,1831.1,0.42460815903009125,0.5753918409699088,0.6938209331651956,121.4,0.30617906683480456,4.61512051684126
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91,0.588156123822342,414.7,0.42150952495780086,1776.3,0.4241963632269324,0.5758036367730676,0.7166626476971304,117.5,0.28333735230286955,1.3862943611198906
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99,0.588156123822342,414.7,0.42150952495780086,1776.3,0.4241963632269324,0.5758036367730676,0.7166626476971304,117.5,0.28333735230286955,2.70805020110221
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4,0.588156123822342,414.7,0.42150952495780086,1776.3,0.4241963632269324,0.5758036367730676,0.7166626476971304,117.5,0.28333735230286955,3.367295829986474
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96,0.588156123822342,414.7,0.42150952495780086,1776.3,0.4241963632269324,0.5758036367730676,0.7166626476971304,117.5,0.28333735230286955,4.04305126783455
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74,0.588156123822342,414.7,0.42150952495780086,1776.3,0.4241963632269324,0.5758036367730676,0.7166626476971304,117.5,0.28333735230286955,4.61512051684126
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57,0.724379971923257,388.4,0.3985581874356334,1829.9,0.4242854800808787,0.5757145199191213,0.550205973223481,174.7,0.44979402677651903,1.3862943611198906
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,0.724379971923257,388.4,0.3985581874356334,1829.9,0.4242854800808787,0.5757145199191213,0.550205973223481,174.7,0.44979402677651903,2.70805020110221
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15,0.724379971923257,388.4,0.3985581874356334,1829.9,0.4242854800808787,0.5757145199191213,0.550205973223481,174.7,0.44979402677651903,3.367295829986474
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64,0.724379971923257,388.4,0.3985581874356334,1829.9,0.4242854800808787,0.5757145199191213,0.550205973223481,174.7,0.44979402677651903,4.04305126783455
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,0.724379971923257,388.4,0.3985581874356334,1829.9,0.4242854800808787,0.5757145199191213,0.550205973223481,174.7,0.44979402677651903,4.61512051684126
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37,0.7241217798594848,387.7,0.39876192932679905,1827.8,0.42428055585950325,0.5757194441404968,0.5506835181841631,174.2,0.449316481815837,1.3862943611198906
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7,0.7241217798594848,387.7,0.39876192932679905,1827.8,0.42428055585950325,0.5757194441404968,0.5506835181841631,174.2,0.449316481815837,2.70805020110221
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94,0.7241217798594848,387.7,0.39876192932679905,1827.8,0.42428055585950325,0.5757194441404968,0.5506835181841631,174.2,0.449316481815837,3.367295829986474
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43,0.7241217798594848,387.7,0.39876192932679905,1827.8,0.42428055585950325,0.5757194441404968,0.5506835181841631,174.2,0.449316481815837,4.04305126783455
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3,0.7241217798594848,387.7,0.39876192932679905,1827.8,0.42428055585950325,0.5757194441404968,0.5506835181841631,174.2,0.449316481815837,4.61512051684126
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,0.5797258297258298,399.5,0.402252816020025,1844.2,0.42430322090879513,0.5756967790912049,0.6938673341677096,122.3,0.3061326658322904,1.3862943611198906
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,0.5797258297258298,399.5,0.402252816020025,1844.2,0.42430322090879513,0.5756967790912049,0.6938673341677096,122.3,0.3061326658322904,2.70805020110221
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,0.5797258297258298,399.5,0.402252816020025,1844.2,0.42430322090879513,0.5756967790912049,0.6938673341677096,122.3,0.3061326658322904,3.367295829986474
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,0.5797258297258298,399.5,0.402252816020025,1844.2,0.42430322090879513,0.5756967790912049,0.6938673341677096,122.3,0.3061326658322904,4.04305126783455
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,0.5797258297258298,399.5,0.402252816020025,1844.2,0.42430322090879513,0.5756967790912049,0.6938673341677096,122.3,0.3061326658322904,4.61512051684126
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,0.6452795600366636,396.6,0.35501765002521435,1868.4,0.4242667523014344,0.5757332476985656,0.5501765002521432,178.4,0.4498234997478568,1.3862943611198906
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,0.6452795600366636,396.6,0.35501765002521435,1868.4,0.4242667523014344,0.5757332476985656,0.5501765002521432,178.4,0.4498234997478568,2.70805020110221
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,0.6452795600366636,396.6,0.35501765002521435,1868.4,0.4242667523014344,0.5757332476985656,0.5501765002521432,178.4,0.4498234997478568,3.367295829986474
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,0.6452795600366636,396.6,0.35501765002521435,1868.4,0.4242667523014344,0.5757332476985656,0.5501765002521432,178.4,0.4498234997478568,4.04305126783455
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,0.6452795600366636,396.6,0.35501765002521435,1868.4,0.4242667523014344,0.5757332476985656,0.5501765002521432,178.4,0.4498234997478568,4.61512051684126
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,0.7240577012563982,390.6,0.39836149513568864,1794.9,0.43489888016045464,0.5651011198395454,0.5501792114695341,175.7,0.4498207885304659,1.3862943611198906
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,0.7240577012563982,390.6,0.39836149513568864,1794.9,0.43489888016045464,0.5651011198395454,0.5501792114695341,175.7,0.4498207885304659,2.70805020110221
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,0.7240577012563982,390.6,0.39836149513568864,1794.9,0.43489888016045464,0.5651011198395454,0.5501792114695341,175.7,0.4498207885304659,3.367295829986474
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,0.7240577012563982,390.6,0.39836149513568864,1794.9,0.43489888016045464,0.5651011198395454,0.5501792114695341,175.7,0.4498207885304659,4.04305126783455
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,0.7240577012563982,390.6,0.39836149513568864,1794.9,0.43489888016045464,0.5651011198395454,0.5501792114695341,175.7,0.4498207885304659,4.61512051684126
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34,0.7240749200548195,343.0,0.4620991253644315,1873.6,0.42426345004269855,0.5757365499573015,0.6381924198250729,124.1,0.3618075801749271,1.3862943611198906
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05,0.7240749200548195,343.0,0.4620991253644315,1873.6,0.42426345004269855,0.5757365499573015,0.6381924198250729,124.1,0.3618075801749271,2.70805020110221
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22,0.7240749200548195,343.0,0.4620991253644315,1873.6,0.42426345004269855,0.5757365499573015,0.6381924198250729,124.1,0.3618075801749271,3.367295829986474
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27,0.7240749200548195,343.0,0.4620991253644315,1873.6,0.42426345004269855,0.5757365499573015,0.6381924198250729,124.1,0.3618075801749271,4.04305126783455
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23,0.7240749200548195,343.0,0.4620991253644315,1873.6,0.42426345004269855,0.5757365499573015,0.6381924198250729,124.1,0.3618075801749271,4.61512051684126
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28,0.5707446808510638,376.0,0.5707446808510638,1765.9,0.43173452630386766,0.5682654736961322,1.0,0.0,0.0,1.3862943611198906
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62,0.5707446808510638,376.0,0.5707446808510638,1765.9,0.43173452630386766,0.5682654736961322,1.0,0.0,0.0,2.70805020110221
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97,0.5707446808510638,376.0,0.5707446808510638,1765.9,0.43173452630386766,0.5682654736961322,1.0,0.0,0.0,3.367295829986474
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3,0.5707446808510638,376.0,0.5707446808510638,1765.9,0.43173452630386766,0.5682654736961322,1.0,0.0,0.0,4.04305126783455
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06,0.5707446808510638,376.0,0.5707446808510638,1765.9,0.43173452630386766,0.5682654736961322,1.0,0.0,0.0,4.61512051684126
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57,0.28,500.0,0.28,1819.0,0.46893897746014296,0.5310610225398571,1.0,0.0,0.0,3.367295829986474
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23,0.29894736842105263,534.0,0.26591760299625467,1739.0,0.36860264519838987,0.6313973548016101,0.8895131086142322,59.0,0.1104868913857678,3.367295829986474
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75,0.4603174603174603,452.0,0.32079646017699115,1875.0,0.3973333333333333,0.6026666666666667,0.6969026548672567,137.0,0.3030973451327434,3.367295829986474
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02,0.38613861386138615,565.0,0.34513274336283184,1660.0,0.3795180722891566,0.6204819277108434,0.8938053097345132,60.0,0.10619469026548672,3.367295829986474
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8,0.36585365853658536,451.0,0.36585365853658536,1775.0,0.4197183098591549,0.5802816901408451,1.0,0.0,0.0,3.367295829986474
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37,0.313953488372093,516.0,0.313953488372093,1603.0,0.5003119151590767,0.49968808484092325,1.0,0.0,0.0,3.367295829986474
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28,0.3269230769230769,520.0,0.3269230769230769,1710.0,0.5,0.5,1.0,0.0,0.0,3.367295829986474
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83,0.3503787878787879,528.0,0.3503787878787879,1640.0,0.43902439024390244,0.5609756097560976,1.0,0.0,0.0,3.367295829986474
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02,0.33653846153846156,520.0,0.33653846153846156,1675.0,0.48059701492537316,0.5194029850746269,1.0,0.0,0.0,3.367295829986474
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55,0.4103896103896104,521.0,0.30326295585412666,1671.0,0.45960502692998206,0.5403949730700179,0.7389635316698656,136.0,0.26103646833013433,3.367295829986474
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13,0.3999200159968006,500.1,0.3999200159968006,1737.6000000000001,0.35290055248618785,0.6470994475138122,1.0,0.0,0.0,3.367295829986474
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38,0.44434570095534326,500.1,0.3999200159968006,1737.6000000000001,0.35290055248618785,0.6470994475138122,0.9000199960007998,50.0,0.09998000399920015,3.367295829986474
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65,0.42065491183879095,572.2,0.2918559944075498,1600.0,0.395625,0.604375,0.693813351974834,175.2,0.306186648025166,3.367295829986474
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28,0.5015015015015015,513.5,0.3252190847127556,1648.0,0.39563106796116504,0.6043689320388349,0.6484907497565725,180.5,0.35150925024342744,3.367295829986474
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33,0.5658682634730539,509.6,0.37087912087912084,1600.0,0.395625,0.604375,0.6554160125588697,175.6,0.3445839874411303,3.367295829986474
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3,0.43209876543209874,405.0,0.43209876543209874,1815.0,0.38292011019283745,0.6170798898071626,1.0,0.0,0.0,3.367295829986474
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25,0.95,400.0,0.475,1805.0,0.3656509695290859,0.6343490304709142,0.5,200.0,0.5,3.367295829986474
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37,0.313953488372093,516.0,0.313953488372093,1603.0,0.5003119151590767,0.49968808484092325,1.0,0.0,0.0,3.367295829986474
